TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages,Length,Century,Decade,Period,contemporary_single_author,Selection
A40522,12068380,53433,Wing F2257; ESTC R23401,Free,"Fryer, John, d. 1733.",1698,"A new account of East-India and Persia, in eight letters being nine years travels begun 1672 and finished 1681 : containing observations made of the moral, natural and artifical estate of those countries ... / by John Fryer ... ; illustrated with maps, figures and useful tables.",India -- Description and travel.; Iran -- Description and travel.,472,240239,17,1690,1650-1700,y,
A40672,12142638,54862,Wing F2441; ESTC R6196,Free,"Fuller, Thomas, 1608-1661.; Fuller, John, b. 1640 or 41.",1662,The history of the worthies of England who for parts and learning have been eminent in the several counties : together with an historical narrative of the native commodities and rarities in each county / endeavoured by Thomas Fuller.; History of the worthies of England,"Great Britain -- Biography.; Great Britain -- Description and travel.; Great Britain -- History, Local.; Wales -- Biography.; Wales -- Description and travel.; Wales -- History, Local.",1013,1358419,17,1660,1650-1700,n,
A40681,11742430,48509,Wing F2455; ESTC R18096,Free,"Fuller, Thomas, 1608-1661.",1650,A Pisgah-sight of Palestine and the confines thereof with the history of the Old and New Testament acted thereon / by Thomas Fuller ...,Temple of Jerusalem (Jerusalem); Bible -- Geography.; Bible -- History of Biblical events.; Jews -- History.; Palestine -- Historical geography.; Jerusalem -- Description and travel.,642,292991,17,1650,1650-1700,y,
A41077,11834566,49755,Wing F647; ESTC R13602,Free,"Felltham, Owen, 1602?-1668.; Weldon, Anthony, Sir, d. 1649? Perfect description of the people and countrey of Scotland.",1672,"Batavia, or, The Hollander displayed in brief characters & observations of the people & country, the government of their state & private families, their virtues and vices : also, A perfect description of the people & country of Scotland.; Brief character of the Low-Countries under the states",Netherlands -- Description and travel.; Netherlands -- Social conditions -- Early works to 1800.,94,23132,17,1670,1650-1700,n,
A41079,12336224,59790,Wing F648; ESTC R14367,Free,"Felltham, Owen, 1602?-1668.",1652,A brief character of the Low-Countries under the states being three weeks observation of the vices and vertues of the inhabitants.; Brief character of the Low-Countries under the states,Netherlands -- Social life and customs.; Netherlands -- Description and travel.,110,9384,17,1650,1650-1700,y,
A41087,13031593,96761,Wing F659; ESTC R225871,Free,"Felltham, Owen, 1602?-1668.; Ward, Edward, 1667-1731.",1699,"A trip to Holland being a description of the country, people and manners : as also some select observations on Amsterdam.",Netherlands -- Description and travel.,18,9208,17,1690,1650-1700,n,
A41360,13791629,101855,Wing G10; ESTC R11426,Free,"E. G., Serjeant at Arms.",1668,"A description of the island and city of Candia by E.G., Serjeant at Arms.",Crete (Greece) -- Description and travel.; Hērakleion (Greece) -- Description and travel.; Broadsides -- England -- London -- 17th century,1,1777,17,1660,1650-1700,n,
A42086,12271060,58243,Wing G1934; ESTC R5793,Free,"Grelot, Guillaume-Joseph, b. ca. 1630.; Phillips, John, 1631-1706.",1683,"A late voyage to Constantinople containing an exact description of the Proportis and Hellespont, with the Dardanels, and what else is remarkable in those seas, as also of the city of Constantinople ... : likewise an account of the ancient and present state of the Greek Church, with the religion and manner of worship of the Turks, their ecclesiastical government, their courts of justice, and civil employments : illustrated ... in fourteen copper-plates ... / published by command of the French King by Monsieur William Joseph Grelot ; made English by J. Philips.; Relation nouvelle d'un voyage de Constantinople. English","Orthodoxos Ekklēsia Hellados.; Islam.; Marmara, Sea of (Turkey); Istanbul (Turkey) -- Description and travel.",261,75751,17,1680,1650-1700,n,
A42314,12251644,57131,Wing G221; ESTC R7600,Free,"Gardyner, George.",1651,"A description of the new world, or, America, islands and continent and by what people those regions are now inhabited, and what places are there desolate and without inhabitants, and the bays, rivers, capes, forts, cities and their latitudes, the seas by George Gardyner ...",America -- Description and travel.,210,25619,17,1650,1650-1700,n,
A42517,8963323,42118,Wing G393; ESTC R25455,Free,"Gabin, Antonio, fl. 1726.",1691,Observations on a journy to Naples wherein the frauds of romish monks and priests are farther discover'd / by the author of a late book entituled The frauds of romish monks and priests.,Catholic Church -- Controversial literature.; Naples (Italy) -- Description and travel.,354,83849,17,1690,1650-1700,y,
A42631,12922090,95403,Wing G536; ESTC R7929,Free,"Geōrgarinēs, Iōsēph, 17th cent.; Denton, Henry, 1633?-1681.",1678,"A description of the present state of Samos, Nicaria, Patmos, and Mount Athos by Joseph Georgirenes ... ; translated by one that knew the author in Constantinople.; Perigraphē tēs parousēs katastaseōs tēs Samou, Ikarias, Patmou, kai Athōnos. English",Aegean Islands (Greece and Turkey) -- Description and travel -- Early works to 1800.,134,20448,17,1670,1650-1700,n,
A42641,8963439,42121,Wing G572; ESTC R25458,Free,"Gerbier, Balthazar, Sir, 1592?-1667.",1665,"Subsidium peregrinantibus, or, An assistance to a traveller in his convers with 1. Hollanders, 2. Germans, 3. Venetians, 4. Italians, 5. Spaniards, 6. French : directing him after the latest mode, to the greatest honour, pleasure, security, and advantage in his travells : written to a princely traveller for a vade mecum / by Balthazar Gerbier.",Europe -- Description and travel.; Europe -- Description and travel -- Early works to 1800.; Europe -- Social life and customs.,144,23044,17,1660,1650-1700,y,
A42798,19339392,108700,Wing G793; ESTC R40478,Free,"Glanius, Mr.",1682,"A new voyage to the East-Indies containing an account of several of those rich countries, and more particularly of the kingdom of Bantam : giving an exact relation of the extent of that monarch's dominions, the religion, manners and customs of the inhabitants, their commerce, and the product of the country, and likewise a faithful narrative of the kingdom of Siam, of the isles of Japan and Madagascar, and of several other parts, with such new discoveries as were never yet made by any other traveller / by Mr. Glanius.",Voyages and travels.; East Indies -- Description and travel.; Indonesia -- Description and travel.; Indonesia -- Description and travel -- Early works to 1800.,191,38036,17,1680,1650-1700,n,
A43326,12087792,53791,Wing H1450; ESTC R6723,Free,"Hennepin, Louis, 17th cent.; La Salle, Robert Cavelier, sieur de, 1643-1687.; Joliet, Louis, 1645-1700.; Marquette, Jacques, 1637-1675.",1698,"A new discovery of a vast country in America extending above four thousand miles between New France and New Mexico, with a description of the great lakes, cataracts, rivers, plants and animals : also the manners, customs, and languages of the several native Indians ... : with a continuation, giving an account of the attempts of the Sieur De la Salle upon the mines of St. Barbe, &c., the taking of Quebec by the English, with the advantages of a shorter cut to China and Japan : both parts illustrated with maps and figures and dedicated to His Majesty, K. William / by L. Hennepin ... ; to which is added several new discoveries in North-America, not publish'd in the French edition.; Nouvelle découverte d'un très grand pays situé dans l'Amérique entre le Nouveau Mexique et la mer Glaciale. English",Indians of North America.; Canada -- Discovery and exploration.; Mississippi River Valley -- Discovery and exploration.; Great Lakes -- Discovery and exploration.; Québec (Province) -- History.; Niagara Falls (N.Y. and Ont.) -- Description and travel.,596,333246,17,1690,1650-1700,n,
A43533,12138982,54835,Wing H1710; ESTC R5545,Free,"Heylyn, Peter, 1600-1662.",1656,France painted to the life by a learned and impartial hand.,France -- Description and travel.,366,96979,17,1650,1650-1700,y,
A43535,12138940,54833,Wing H1712; ESTC R5495,Free,"Heylyn, Peter, 1600-1662.",1656,"A full relation of two journeys, the one into the main-land of France, the other into some of the adjacent ilands performed and digested into six books / by Peter Heylyn.; Full relation of two journeys",France -- Description and travel.,472,314236,17,1650,1650-1700,y,
A43553,12148310,55011,Wing H1737; ESTC R9978,Free,"Heylyn, Peter, 1600-1662.",1656,"A survey of the estate of France, and of some of the adjoyning ilands taken in the description of the principal cities, and chief provinces, with the temper, humor, and affections of the people generally, and an exact accompt of the publick government in reference to the court, the church, and the civill state / by Peter Heylyn ; pbulished according to the authors own copy, and with his content for preventing of all faith, imperfect, and surreptitious impressions of it.; Full relation of two journeys",France -- Description and travel.,474,297935,17,1650,1650-1700,y,
A43838,15305484,103392,Wing H2043; ESTC R35440,Free,"Hilton, William, d. 1675.; Long, Anthony.; Fabian, Peter.",1664,"A relation of a discovery lately made on the coast of Florida (from lat. 31 to 33 deg. 45 min. north-lat.) / by William Hilton, Anthony Long and Peter Fabian, in the ship Adventure, which set sayl from Spikes Bay, Aug. 10. 1663. and was set forth by several gentlemen and merchants of the Island of Barbadoes ; giving an account of the nature and temperature of the soyl, the manners and disposition of the natives, and whatsoever else is remarkable therein ; together with proposals made by the commissioners of the lords proprietors to all such persons as shall become the first setlers on the rivers, harbors, and creeks there.",South Carolina -- Description and travel.; North Carolina -- Description and travel.; Cape Fear River (N.C.),38,8785,17,1660,1650-1700,n,
A44716,13065055,97056,Wing H3072; ESTC R711,Free,"Howell, James, 1594?-1666.",1650,"Epistolæ Ho-elianæ familiar letters domestic and forren divided into sundry sections, partly historicall, politicall, philosophicall, vpon emergent occasions / by James Howell.; Correspondence",English letters -- 17th century.; Great Britain -- Social life and customs.; Europe -- Description and travel.; Europe -- Description and travel -- Early works to 1800.,560,388868,17,1650,1650-1700,y,
A44731,12895678,95174,Wing H3090; ESTC R4444,Free,"Howell, James, 1594?-1666.; Stow, John, 1525?-1605. Survey of London.",1657,"Londinopolis, an historicall discourse or perlustration of the city of London, the imperial chamber, and chief emporium of Great Britain whereunto is added another of the city of Westminster, with the courts of justice, antiquities, and new buildings thereunto belonging / by Jam Howel, Esq.","London (England) -- Description and travel -- Early works to 1800.; Westminster (London, England) -- Description and travel -- To 1800.; London (England) -- Buildings, structures, etc. -- To 1800.; Westminster (London, England) -- Buildings, structures, etc. -- To 1800.",254,142060,17,1650,1650-1700,n,
A44732,12539624,62937,Wing H3091; ESTC R13420,Free,"Howell, James, 1594?-1666.",1657,"Londinopolis an historicall discourse or perlustration of the city of London, the imperial chamber, and chief emporium of Great Britain : whereunto is added another of the city of Westminster, with the courts of justice, antiquities, and new buildings thereunto belonging / by Jam. Howel Esq.",London (England) -- Description and travel -- Early works to 1800.,260,142393,17,1650,1650-1700,y,
A45314,9542644,43558,Wing H411; ESTC R26778,Free,"Hall, Joseph, 1574-1656.",1674,Bishop Hall's sayings concerning travellers to prevent popish and debauch'd principles.,Travel -- Religious aspects.; Travel -- Early works to 1800.,1,1591,17,1670,1650-1700,n,
A45662,13693879,101429,Wing H882; ESTC R6026,Free,"Harris, Walter, 1647-1732.",1688,A description of the King's royal palace and gardens at Loo together with A short account of Holland in which there are some observations relating to their diseases / by Walter Harris ...,"Loo (Apeldoorn, Netherlands); Netherlands -- Description and travel.",82,22423,17,1680,1650-1700,y,
A46308,15618844,104184,Wing J1099; ESTC R36213,Free,English officer who was there during the last campaign.,1690,"A journal of the late motions and actions of the confederate forces against the French in the United Provinces and the Spanish Netherlands with curious remarks on the situation, strength, and rarities of the most considerable cities, towns and fortifications in those countreys : together with an exact list of the army / written by an English officer who was there during the last campaign.","Grand Alliance, War of the, 1689-1697.; Netherlands -- History -- 1648-1714.; Netherlands -- Description and travel.",35,9616,17,1690,1650-1700,n,
A46390,12417758,61745,Wing J124; ESTC R8077,Free,"Jamaica.; Hanson, Francis.",1683,"The laws of Jamaica passed by the assembly, and confirmed by His majesty in council, Feb. 23. 1683 : to which is added, A short account of the island and government thereof, with an exact map of the island.; Laws, etc.",Jamaica -- Description and travel.; Jamaica -- Politics and government.,288,40709,17,1680,1650-1700,n,
A47358,12425692,61838,Wing K434; ESTC R11347,Free,"Kilburne, Richard, 1605-1678.",1659,"A topographie or survey of the county of Kent with some chronological, historicall, and other matters touching the same, and the several parishes and places therein / by Richard Kilburne of Hawkherst, Esquire.",Kent (England) -- Description and travel.; Kent (England) -- Gazetteers.,444,107218,17,1650,1650-1700,y,
A47431,13070911,97119,Wing K522; Wing K543A; ESTC R2390,Free,"King, William, 1663-1712.",1694,Animadversions on a pretended Account of Danmark,"Molesworth, Robert Molesworth, -- Viscount, 1656-1725. -- Account of Denmark as it was in the year 1692.; Denmark -- Description and travel -- Early works to 1800.",234,40140,17,1690,1650-1700,y,
A47586,12280350,58692,Wing K742; ESTC R16598,Free,"Knox, Robert, 1640?-1720.",1681,"An historical relation of the island Ceylon, in the East-Indies together, with an account of the detaining in captivity the author and divers other Englishmen now living there, and of the authors miraculous escape : illustrated with figures, and a map of the island / by Robert Knox.",Sri Lanka -- Description and travel -- Early works to 1800.; Sri Lanka -- Social life and customs -- Early works to 1800.,227,125721,17,1680,1650-1700,y,
A48368,10789037,45893,Wing L1947; ESTC R28980,Free,"Lhuyd, Edward, 1660-1709.",1697,"Parochial queries in order to a geographical dictionary, a natural history &c. of Wales by E.L.",Natural history -- Wales -- Pre-Linnean works.; Wales -- Description and travel.; Wales -- Description and travel -- Early works to 1800.,5,2041,17,1690,1650-1700,y,
A48447,12703788,65999,Wing L2075; ESTC R5114,Free,"Ligon, Richard.",1657,"A true & exact history of the island of Barbados illustrated with a mapp of the island, as also the principall trees and plants there, set forth in their due proportions and shapes, drawne out by their severall and respective scales : together with the ingenio that makes the sugar, with the plots of the severall houses, roomes, and other places that are used in the whole processe of sugar-making ... / by Richard Ligon, Gent.",Botany -- Barbados -- Pre-Linnean works.; Sugar -- Manufacture and refining -- Barbados.; Barbados -- Description and travel.,156,79765,17,1650,1650-1700,n,
A49472,12986501,96207,Wing L3490; ESTC R5657,Free,"Lupton, Donald, d. 1676.",1658,"Flanders, or, An exact and compendious description of that fair, great, and fat countrey of Flanders wherein the inhabitants, bounds, length, breadth, division, riches, rivers, forrests, cities, towns, and villages, castles, principalities, sea-ports, courts of justice, abbeys, with the chief estates are observed : as also a distinct relation of some battels fought and towns won unto the now victorious proceedings of the English and French armies therein, with the taking Mardike, Dunkerk, Winnoxbergh, Vuern, and Dixmude, to the present besieging of Graveling.",Flanders -- Description and travel.,17,3620,17,1650,1650-1700,y,
A49620,12040167,52976,Wing L465; ESTC R2418,Free,"Lassels, Richard, 1603?-1668.; S. W. (Simon Wilson)",1670,"The voyage of Italy, or, A compleat journey through Italy in two parts : with the characters of the people, and the description of the chief towns, churches, monasteries, tombs, libraries, pallaces, villas, gardens, pictures, statues, and antiquities : as also of the interest, government, riches, force, &c. of all the princes : with instructions concerning travel / by Richard Lassels, Gent. who travelled through Italy five times as tutor to several of the English nobility and gentry ; never before extant.",Italy -- Description and travel.,737,129219,17,1670,1650-1700,y,
A49689,99826195,30590,Wing L561A; ESTC R213947,Free,"English gentleman, attending the court of the King of Great Britain.",1691,"A late voyage to Holland, with brief relations of the transactions at the Hague, also remarks on the manners and customs, nature, and commical humours of the people; their religion, government, habitations, way of living, and manner of treating stangers, especially to the English. Written by an English gentleman, attending the court of the King of Great Britain.","William -- III, -- King of England, 1650-1702 -- Early works to 1800.; Netherlands -- Description and travel -- Early works to 1800.; Netherlands -- History -- 1648-1714 -- Early works to 1800.",41,8661,17,1690,1650-1700,n,
A49883,13213117,98515,Wing L801; ESTC R5816,Free,"Leblanc, Vincent, 1554-ca. 1640.; Brooke, Francis.",1660,"The world surveyed, or The famous voyages & travailes of Vincent le Blanc, or White, of Marseilles ... containing a more exact description of several parts of the world, then hath hitherto been done by any other authour : the whole work enriched with many authentick histories / originally written in French ; and faithfully rendred into English by F.B., Gent.; Voyages fameux. English",Voyages and travels.,466,201657,17,1660,1650-1700,n,
A49911,11849698,49913,Wing L831; ESTC R15898,Free,"Le Comte, Louis, 1655-1728.",1697,"Memoirs and observations typographical, physical, mathematical, mechanical, natural, civil, and ecclesiastical, made in a late journey through the empire of China, and published in several letters particularly upon the Chinese pottery and varnishing, the silk and other manufactures, the pearl fishing, the history of plants and animals, description of their cities and publick works, number of people, their language, manners and commerce, their habits, oeconomy, and government, the philosophy of Confucius, the state of Christianity : with many other curious and useful remarks / by Louis Le Compte ... ; translated from the Paris edition, and illustrated with figures.",China -- Description and travel.,724,178595,17,1690,1650-1700,y,
A50610,11871318,50126,Wing M1705; ESTC R18200,Free,"Pinto, Fernão Mendes, d. 1583.; Cogan, Henry.",1653,"The voyages and adventures of Fernand Mendez Pinto, a Portugal, during his travels for the space of one and twenty years in the Kingdoms of Ethiopia, China, Tartaria, Cauchinchina, Calaminham, Siam, Pegu, Japan, and a great part of the East-Indiaes with a relation and description of most of the places thereof, their religion, laws, riches, customs, and government in time of peace and war : where he five times suffered shipwrack, was sixteen times sold, and thirteen times made a slave / written originally by himself in the Portugal tongue and dedicated to the Majesty of Philip King of Spain ; done into English by H.C. Gent.; Peregrina cam. English",Voyages and travels.; Asia -- Description and travel.,334,292843,17,1650,1650-1700,n,
A50886,11824989,49654,Wing M2096; ESTC R12100,Free,"Milton, John, 1608-1674.",1682,"A brief history of Moscovia and of other less-known countries lying eastward of Russia as far as Cathay, gather'd from the writings of several eye-witnesses / by John Milton.",Soviet Union -- Description and travel -- Early works to 1800.; Russia -- History -- To 1533.; Russia -- History -- 1533-1613.,118,15141,17,1680,1650-1700,n,
A51114,12185538,55771,Wing M2383; ESTC R2987,Free,"Molesworth, Robert Molesworth, Viscount, 1656-1725.",1694,"An account of Denmark, as it was in the year 1692",Denmark -- Description and travel.,290,53985,17,1690,1650-1700,y,
A51116,99828060,32487,Wing M2383AA; ESTC R216328,Free,"Molesworth, Robert Molesworth, Viscount, 1656-1725.",1694,"Etat present de Danemarc par lequel on voit le fort, & le foible de cette couronne, avec des remarques treś utiles, sur son gouvernement despotique , & la conduite qu'elle tient aujourd'hui. Traduit de l'Anglois.; Account of Denmark, as it was in the year 1692. French.",Denmark -- Description and travel -- Early works to 1800.,338,58350,17,1690,1650-1700,y,
A51134,99826419,30822,Wing M2407; ESTC R214213,Free,"Molyneux, William, 1656-1698.",1682,"Whereas there is an accurate account and description of Ireland designed to be made publick in the English Atlas undertaken by Moses Pitt of London, and in order thereto, some gentlemen in Dublin have agreed to meet weekly for reviewing such an account, as shall from time to time come from under the pen of Mr. William Molyneux, as also to bring in some materials to the said description; this is earnestly to entreat all persons that they would be pleased freely to communicate their answers to these following quæries, or any of them, directing them to Mr. William Molyneux nigh Ormonds Gate in Dublin, or to any other of their acquaintance in Dublin that may communicate to them the said Mr. Molyneux, not forgetting to specifie in their letters the place of their habitation that they may be again written to if occasion requires.",Ireland -- Description and travels -- To 1700.,1,515,17,1680,1650-1700,n,
A51176,12254622,57312,Wing M247; ESTC R12530,Free,"Magalhães, Gabriel de, 1609-1677.",1688,"A new history of China containing a description of the most considerable particulars of that vast empire / written by Gabriel Magaillans, of the Society of Jesus ... ; done out of French.; Doze excelências da China. English",China -- Description and travel.,341,96714,17,1680,1650-1700,n,
A51759,12226365,56519,Wing M415; ESTC R21151,Free,"Mandeville, John, Sir.; Jean, d'Outremeuse, 1338-ca. 1399.",1677,"The voyages & travels of Sir John Mandevile, Knight wherein is set down the way to the Holy Land, and to Hierusalem, as also to the lands of the great Caan, and of Prestor John, to Inde, and divers other countries : together with many strange marvels therein.",Voyages and travels.; Middle East -- Description and travel.,129,47299,17,1670,1650-1700,n,
A52346,12268734,58152,Wing N1153; ESTC R3880,Free,"Nieuhof, Johannes, 1618-1672.; Goyer, Pieter de.; Keizer, Jacob de.; Kircher, Athanasius, 1602-1680. China monumentis. Selections. English.; Ogilby, John, 1600-1676.; Schall von Bell, Johann Adam, 1592?-1666.; Nederlandsche Oost-Indische Compagnie.",1673,"An embassy from the East-India Company of the United Provinces, to the Grand Tartar Cham, Emperor of China deliver'd by their excellencies, Peter de Goyer and Jacob de Keyzer, at his imperial city of Peking : wherein the cities, towns, villages, ports, rivers, &c. in their passages from Canton to Peking are ingeniously describ'd / by Mr. John Nieuhoff ... ; also an epistle of Father John Adams their antagonist, concerning the whole negotiation ; with an appendix of several remarks taken out of Father Athanasius Kircher ; English'd, and set forth with their several sculptures, by John Ogilby Esq. ...; Gezantschap der Neerlandtsche Oost-Indische Compagnie aan den grooten Tartarischen Cham, den tegenwoordigen keizer van China. English",Nederlandsche Oost-Indische Compagnie.; China -- Description and travel.; Netherlands -- Commerce -- China.; China -- Commerce -- Netherlands.,416,233467,17,1670,1650-1700,n,
A52618,12040160,52975,Wing N154; ESTC R18669,Free,"Narbrough, John, Sir, 1640-1688.; Tasman, Abel Janszoon, 1603?-1659.; Wood, John, Captain.; Martens, Friedrich, 1635-1699.; Robinson, Tancred, Sir, d. 1748.",1694,"An account of several late voyages & discoveries to the south and north towards the Streights of Magellan, the South Seas, the vast tracts of land beyond Hollandia Nova &c. : also towards Nova Zembla, Greenland or Spitsberg, Groynland or Engrondland, &c. / by Sir John Narborough, Captain Jasmen Tasman, Captain John Wood, and Frederick Marten of Hamburgh ; to which are annexed a large introduction and supplement, giving an account of other navigations to those regions of the globe, the whole illustrated with charts and figures.","Voyages and travels.; Magellan, Strait of (Chile and Argentina); Spitsbergen Island (Norway) -- Description and travel -- Early works to 1800.",472,117309,17,1690,1650-1700,n,
A53237,99830229,34679,Wing O180; ESTC R218656,Free,"Ogilby, John, 1600-1676.",1673,Queries in order to the description of Britannia,Great Britain -- Description and travel -- Early works to 1800.,1,221,17,1670,1650-1700,y,
A53238,99830230,34680,Wing O180A; ESTC R218657,Free,"Ogilby, John, 1600-1676.",1673,Queries in order to the description of Britannia,Great Britain -- Description and travel -- Early works to 1800.,1,519,17,1670,1650-1700,y,
A53252,31355182,110337,Wing O193; ESTC R41361,Free,"Okeley, William.; Deane, James.",1684,"Eben-ezer, or, A small monument of great mercy appearing in the miraculous deliverance of William Okeley, Williams Adams [brace] John Anthony, John Jephs, John ----, carpenter, from the miserable slavery of Algiers, with the wonderful means of their escape in a boat of canvas ... / by me William Okeley.",Slavery -- Algeria.; Algeria -- Description and travel -- Early works to 1800.,143,31392,17,1680,1650-1700,n,
A53322,11467216,47786,Wing O270; ESTC R30756,Free,"Olearius, Adam, 1603-1671.; Mandelslo, Johann Albrecht von, 1616-1644.; Davies, John, 1625-1693.",1669,"The voyages and travells of the ambassadors sent by Frederick, Duke of Holstein, to the Great Duke of Muscovy and the King of Persia begun in the year M.DC.XXXIII. and finish'd in M.DC.XXXIX : containing a compleat history of Muscovy, Tartary, Persia, and other adjacent countries : with several publick transactions reaching near the present times : in VII. books. Whereto are added the Travels of John Albert de Mandelslo (a gentleman belonging to the embassy) from Persia into the East-Indies ... in III. books ... / written originally by Adam Olearius, secretary to the embassy ; faithfully rendered into English, by John Davies.",Voyages and travels.; Asia -- Description and travel.; Iran -- Description and travel.,584,1065108,17,1660,1650-1700,y,
A54140,13048375,96945,Wing P1294; ESTC R218868,Free,"Penn, William, 1644-1718.",1685,"A further account of the province of Pennsylvania and its improvements for the satisfaction of those that are adventurers, and enclined to be so.",Pennsylvania -- Description and travel.,21,6549,17,1680,1650-1700,y,
A54152,13048345,96944,Wing P1303; ESTC R18824,Free,"Penn, William, 1644-1718.",1686,"Information and direction to such persons as are inclined to America, more especially those related to the province of Pensilvania",Pennsylvania -- Description and travel.; Pennsylvania -- Emigration and immigration.,9,4437,17,1680,1650-1700,y,
A54171,8189440,41054,Wing P1319; ESTC R24455,Free,"Penn, William, 1644-1718.",1683,"A letter from William Penn, poprietary and governour of Pennsylvania in America, to the Committee of the Free Society of Traders of that province residing in London containing a general description of the said province, its soil, air, water, seasons, and produce ... of the natives, or, aborigines, their language, customs, and manners ... of the first planters, the Dutch &c. ... to which is added an account of the city of Philadelphia ...",Indians of North America -- Pennsylvania.; Pennsylvania -- Description and travel.; Philadelphia (Pa.) -- Description and travel.,16,9307,17,1680,1650-1700,y,
A54610,99830472,34924,Wing P1918; ESTC R218921,Free,"Petty, William, Sir, 1623-1687.",1686,"Deux essays d'arithmetique politique, touchant les villes et hospitaux de Londres et Paris. Dedie's au Roy, par le chevalier Petty, de la Société Royale",Hospitals -- Early works to 1800.; Paris (France) -- Description and travel -- Views -- Early works to 1800.; London (England) -- Description and travel -- Views -- Early works to 1800.,9,2541,17,1680,1650-1700,y,
A54677,13543540,100105,Wing P200; ESTC R33642,Free,"Palafox y Mendoza, Juan de, 1600-1659.",1671,"The history of the conquest of China by the Tartars together with an account of several remarkable things concerning the religion, manners, and customes of both nations, but especially the latter / first writ in Spanish by Senõr Palafox ... and now rendred English.; Historia de la conquista de la China por el Tartaro. English. 1671","China -- History -- Tatar Conquest, 1643-1644.; China -- Description and travel.",622,103773,17,1670,1650-1700,y,
A55410,13736675,101631,Wing P2878; ESTC R8615,Free,"Poor Robin.; Winstanley, William, 1628?-1698.",1666,"Poor Robins Character of France, or, France painted to the life in a brief dialogue of the description of that nation, their manners, customs, complements, language, discourse &c. : as also, an exact character of the city of Paris, of their gentry, peasants, women &c. / by Poor Robin ...",France -- Description and travel.; France -- Description and travel -- Early works to 1800.; Paris (France) -- Description and travel.,32,11051,17,1660,1650-1700,n,
A55772,99833110,37585,Wing P3333; ESTC R221863,Free,"Price, John, Sir, 1502?-1555.; Caradoc, of Llancarvan, d. 1147? Historie of Cambria.; Ellis, Thomas, 1625-1673.; Llwyd, Humphrey, 1527-1568.; Powell, David, 1552?-1598.; Vaughan, Robert, 1592-1667.",1663,A description of Wales by Sr John Prise Knight.,Wales -- History -- Early works to 1800.; Wales -- Description and travel -- To 1700 -- Early works to 1800.,153,53228,17,1660,1650-1700,n,
A57454,12388501,60911,Wing R1690; ESTC R12230,Free,"Robinson, John, 1650-1723.",1694,An account of Sueden together with an extract of the history of that kingdom.,Sweden -- History.; Sweden -- Description and travel.,212,23775,17,1690,1650-1700,y,
A57484,12280457,58704,Wing R1740; ESTC R16877,Free,"Rochefort, César de, b. 1605.; Davies, John, 1625-1693.; Breton, Raymond, 1609-1679.",1666,"The history of the Caribby-islands, viz, Barbados, St Christophers, St Vincents, Martinico, Dominico, Barbouthos, Monserrat, Mevis, Antego, &c in all XXVIII in two books : the first containing the natural, the second, the moral history of those islands : illustrated with several pieces of sculpture representing the most considerable rarities therein described : with a Caribbian vocabulary / rendred into English by John Davies ...; Histoire naturelle et morale des iles Antilles de l'Amerique. English","Natural history -- West Indies.; Carib Indians.; Apalachee Indians.; Carib language -- Glossaries, vocabularies, etc.; West Indies -- Description and travel.",386,170275,17,1660,1650-1700,n,
A58159,11741950,48499,Wing R385; ESTC R17904,Free,"Ray, John, 1627-1705.; Rauwolf, Leonhard, ca. 1540-1596. Seer aanmerkelyke reysen na en door Syrien t́ Joodsche Land, Arabien, Mesopotamien, Babylonien, Assyrien, Armenien, &c. in t́ Jaar 1573 en vervolgens gedaan. English.; Staphorst, Nicolaus, 1679-1731.; Belon, Pierre, 1517?-1564.",1693,A collection of curious travels & voyages in two tomes ... / by John Ray ...,Voyages and travels.; Botany -- Early works to 1800.,648,195865,17,1690,1650-1700,n,
A58175,13212323,98511,Wing R399; ESTC R5715,Free,"Ray, John, 1627-1705.; Willughby, Francis, 1635-1672. Catalogus stirpium in exteris regionibus.",1673,"Observations topographical, moral, & physiological made in a journey through part of the low-countries, Germany, Italy, and France with a catalogue of plants not native of England, found spontaneously growing in those parts, and their virtues / by John Ray ... ; whereunto is added a brief account of Francis Willughby, Esq., his voyage through a great part of Spain.",Plants -- Catalogs.; Europe -- Description and travel.,735,383444,17,1670,1650-1700,n,
A58992,99829703,34146,Wing S22B; ESTC R218077,Free,"G. S.; Fuller, Thomas, 1608-1661. History of the worthies of England.",1684,"Anglorum speculum, or The worthies of England, in church and state Alphabetically digested into the several shires and counties therein contained; wherein are illustrated the lives and characters of the most eminent persons since the conquest to this present age. Also an account of the commodities and trade of each respective county, and the most flourishing cities and towns therein.",Great Britain -- Biography -- Early works to 1800.; Great Britain -- Description and travel -- 1601-1700.; Wales -- Biography -- Early works to 1800.; Wales -- Description and travel.,722,184191,17,1680,1650-1700,n,
A59617,99830618,35071,Wing S3058; ESTC R219091,Free,"Sheeres, Henry, Sir, d. 1710.",1680,A discourse touching Tanger in a letter to a person of quality.,Tangier (Morocco) -- Description and travel -- Early works to 1800.,52,7926,17,1680,1650-1700,y,
